"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 11:02:22 ICT 2023","Mon Jul 24 11:02:22 ICT 2023","9","Suite","Test","tests.Agoda.LoginTest","tests.Agoda.LoginTest","TestCase01","TestCase01",""
